Date,Time,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_State_Code,Vehicle_Plate_Number.2,Fraud_indicator,Fraud in Amount
3/16/2023,13:40:00,Truck,FTG-949-RFD-543,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",94,KA,45KL1234,Fraud,250
3/31/2023,05:05:00,Van,FTG-950-HGT-210,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",46,MH,56TJ4567,Not Fraud,0
4/19/2023,20:31:00,Sedan,FTG-951-YUI-987,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",81,MH,78KL6789,Not Fraud,0
05-05-2023,11:56:00,SUV,FTG-952-BVC-656,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",63,MH,90EN0123,Not Fraud,0
5/24/2023,03:21:00,Bus ,FTG-953-NBH-321,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",87,KA,34ST1234,Fraud,190
06-08-2023,18:46:00,Car,FTG-954-KJH-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",52,KA,56UV5678,Not Fraud,0
07-12-2023,01:36:00,Truck,FTG-956-LMK-432,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",58,MH,23EP2345,Not Fraud,0
7/31/2023,17:02:00,Van,FTG-957-PLN-109,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,MH,45QR4567,Not Fraud,0
8/15/2023,08:27:00,Sedan,FTG-958-VFR-876,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",71,KA,23CD5678,Not Fraud,0
09-03-2023,23:52:00,SUV,FTG-959-WSX-543,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",98,KA,45EF1234,Not Fraud,0
9/19/2023,15:17:00,Bus ,FTG-960-QAZ-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",48,KA,67GH5678,Not Fraud,0
10-08-2023,06:42:00,Car,FTG-961-POU-987,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",85,KA,34EA2345,Not Fraud,0
11-11-2023,13:33:00,Truck,FTG-963-ZXC-321,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,KA,12KL5678,Not Fraud,0
11/26/2023,05:58:00,Van,FTG-964-OKM-097,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",54,KA,34MN1234,Fraud,30
12/15/2023,21:23:00,Sedan,FTG-965-LKJ-765,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",80,MH,67ST6789,Not Fraud,0
12/31/2023,12:48:00,SUV,FTG-966-HGT-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",62,MH,89UV0123,Not Fraud,0
01-07-2023,04:13:00,Bus ,FTG-967-MKF-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",89,KA,90LM5678,Not Fraud,0
1/24/2023,19:38:00,Car,FTG-968-DCV-876,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",45,KA,23NO8901,Not Fraud,0
2/28/2023,02:29:00,Truck,FTG-970-POI-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,KA,45RS6789,Not Fraud,0
3/15/2023,17:54:00,Van,FTG-971-WSX-989,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",92,KA,56TU0123,Not Fraud,0
3/30/2023,09:19:00,Sedan,FTG-972-QAZ-654,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",49,KA,67VW4567,Not Fraud,0
4/18/2023,00:44:00,SUV,FTG-973-KJH-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",78,KA,78XY8901,Not Fraud,0
05-03-2023,16:09:00,Bus ,FTG-974-VFR-099,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",67,KA,89ZA1234,Fraud,240
5/22/2023,07:35:00,Car,FTG-975-YUI-765,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",95,KA,90BC5678,Not Fraud,0
6/26/2023,14:25:00,Truck,FTG-977-LMK-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",83,KA,34FG2345,Not Fraud,0
07-11-2023,05:50:00,Van,FTG-978-NJH-876,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",68,KA,45HI6789,Not Fraud,0
7/30/2023,21:15:00,Sedan,FTG-979-RFD-543,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",96,KA,56JK0123,Not Fraud,0
8/15/2023,12:41:00,SUV,FTG-980-TGB-210,B-102,Express,Large,150,130,"12.84197701525119, 77.67547528176169",47,KA,67LM4567,Fraud,20
09-03-2023,04:06:00,Bus ,FTG-981-BVC-989,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",82,KA,78NO8901,Fraud,240
9/18/2023,19:31:00,Car,FTG-982-XCV-654,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",59,KA,89PQ1234,Not Fraud,0
10/22/2023,02:21:00,Truck,FTG-984-POU-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,KA,23TU8901,Not Fraud,0
11-10-2023,17:46:00,Van,FTG-985-ZXC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",76,KA,34VW2345,Not Fraud,0
11/25/2023,09:12:00,Sedan,FTG-986-PLM-432,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",65,KA,45XY6789,Not Fraud,0
12/14/2023,00:37:00,SUV,FTG-987-HGT-104,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",90,KA,56ZA0123,Not Fraud,0
12/29/2023,16:02:00,Bus ,FTG-988-WSX-876,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,KA,67BC4567,Not Fraud,0
01-06-2023,07:27:00,Car,FTG-989-QAZ-543,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,KA,78DE8901,Not Fraud,0
02-11-2023,14:17:00,Truck,FTG-991-YUI-987,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",97,KA,90HI5678,Fraud,190
2/26/2023,05:43:00,Van,FTG-992-BVC-654,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",44,KA,23JK8901,Fraud,30
3/17/2023,21:08:00,Sedan,FTG-993-NBH-321,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",81,KA,34LM2345,Not Fraud,0
04-02-2023,12:33:00,SUV,FTG-994-KJH-098,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",64,KA,45NO6789,Not Fraud,0
4/21/2023,03:58:00,Bus ,FTG-995-EDC-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,KA,56PQ0123,Not Fraud,0
05-06-2023,19:23:00,Car,FTG-996-LMK-432,A-101,Express,Small,100,80,"12.84197701525119, 77.67547528176169",57,KA,67RS4567,Fraud,20
06-10-2023,02:14:00,Truck,FTG-998-VFR-876,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",71,KA,89VW1234,Not Fraud,0
6/29/2023,17:39:00,Van,FTG-999-WSX-543,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",99,KA,90XY5678,Fraud,30
7/14/2023,09:04:00,Sedan,FTG-000-QAZ-210,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,KA,23ZA8901,Not Fraud,0
08-02-2023,00:29:00,SUV,FTG-001-XYZ-987,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,KA,34BC2345,Not Fraud,0
8/17/2023,15:54:00,Bus ,FTG-002-ABC-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,KA,45DE6789,Not Fraud,0
09-05-2023,07:19:00,Car,FTG-003-PQR-321,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",94,KA,56FG0123,Not Fraud,0
10-10-2023,14:10:00,Truck,FTG-005-LMN-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",88,KA,78JK8901,Not Fraud,0
10/25/2023,05:35:00,Van,FTG-006-GHI-411,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",63,KA,89LM1234,Not Fraud,0
11/13/2023,21:00:00,Sedan,FTG-007-JKL-109,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",91,KA,90NO5678,Not Fraud,0
11/29/2023,12:25:00,SUV,FTG-008-UVW-876,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",55,KA,23PQ8901,Not Fraud,0
12/18/2023,03:51:00,Bus ,FTG-009-RST-543,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,KA,34RS2345,Not Fraud,0
01-02-2023,19:16:00,Car,FTG-010-MNO-210,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,KA,45TU6789,Not Fraud,0
02-04-2023,02:06:00,Truck,FTG-012-ZXC-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,KA,67XY4567,Not Fraud,0
2/23/2023,17:31:00,Van,FTG-013-POI-321,B-102,Regular,Medium,130,90,"12.84197701525119, 77.67547528176169",91,KA,78ZA8901,Fraud,40
03-11-2023,08:56:00,Sedan,FTG-014-KJH-099,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",49,KA,89BC1234,Not Fraud,0
3/26/2023,00:22:00,SUV,FTG-015-DCV-765,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",77,KA,90DE5678,Not Fraud,0
4/14/2023,15:47:00,Bus ,FTG-016-NBH-432,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",59,KA,23FG8901,Not Fraud,0
4/29/2023,07:12:00,Car,FTG-017-LKI-110,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",88,KA,34HI2345,Not Fraud,0
06-03-2023,14:02:00,Truck,FTG-019-FRD-542,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,KA,56LM0123,Not Fraud,0
6/22/2023,05:27:00,Van,FTG-020-TYU-210,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",72,KA,67NO4567,Not Fraud,0
07-07-2023,20:53:00,Sedan,FTG-021-BVC-987,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",90,KA,78PQ8901,Fraud,20
7/27/2023,12:18:00,SUV,FTG-022-XSW-659,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",53,KA,89RS1234,Not Fraud,0
08-11-2023,03:43:00,Bus ,FTG-023-NMK-321,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",80,KA,90TU5678,Fraud,190
8/30/2023,19:08:00,Car,FTG-024-CDE-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,KA,23VW8901,Not Fraud,0
10-03-2023,01:58:00,Truck,FTG-026-PLM-432,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",45,KA,45ZA6789,Not Fraud,0
10/18/2023,17:23:00,Van,FTG-027-HGT-109,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",79,KA,56BC0123,Not Fraud,0
11-06-2023,08:49:00,Sedan,FTG-028-WSX-876,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",62,KA,67DE4567,Not Fraud,0
11/21/2023,00:14:00,SUV,FTG-029-QAZ-544,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,KA,78FG8901,Not Fraud,0
12-10-2023,15:39:00,Bus ,FTG-030-LPO-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,KA,89HI1234,Not Fraud,0
12/25/2023,07:04:00,Car,FTG-031-ZAS-987,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",75,KA,90JK5678,Not Fraud,0
1/19/2023,13:54:00,Truck,FTG-033-JOP-321,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,KA,34NO2345,Not Fraud,0
02-03-2023,05:20:00,Van,FTG-034-RFV-098,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,KA,45PQ6789,Not Fraud,0
2/22/2023,20:45:00,Sedan,FTG-035-EDC-790,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",84,KA,56RS0123,Not Fraud,0
03-10-2023,12:10:00,SUV,FTG-036-OKM-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,KA,67TU4567,Not Fraud,0
3/25/2023,03:35:00,Bus ,FTG-037-NJI-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,KA,78VW8901,Not Fraud,0
4/13/2023,19:00:00,Car,FTG-038-LKJ-876,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",47,KA,89XY1234,Not Fraud,0
5/18/2023,01:51:00,Truck,FTG-041-POU-220,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,KA,23BC8901,Not Fraud,0
06-02-2023,17:16:00,Van,FTG-041-ZXC-987,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",89,KA,34DE2345,Not Fraud,0
6/21/2023,08:41:00,Sedan,FTG-040-PXU-210,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",54,KA,45FG6789,Fraud,20
07-06-2023,00:06:00,SUV,FTG-044-MXH-098,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",78,KA,56HI0123,Not Fraud,0
7/25/2023,15:31:00,Bus ,FTG-042-MKH-098,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",65,KA,67JK4567,Fraud,190
08-09-2023,07:56:00,Car,FTG-045-DCF-765,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,KA,78LM8901,Not Fraud,0
9/13/2023,14:47:00,Truck,FTG-047-XCV-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,KA,90PQ5678,Not Fraud,0
10-02-2023,06:12:00,Van,FTG-048-JKL-876,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",60,KA,23RS8901,Not Fraud,0
10/17/2023,21:37:00,Sedan,FTG-049-RFD-543,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,KA,34TU2345,Not Fraud,0
11-06-2023,13:02:00,SUV,FTG-050-HGT-210,B-102,Express,Large,150,120,"12.84197701525119, 77.67547528176169",67,KA,45VW6789,Fraud,30
11/21/2023,04:27:00,Bus ,FTG-051-YUI-987,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",94,KA,56XY0123,Not Fraud,0
12-10-2023,20:53:00,Car,FTG-052-BVC-654,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",46,KA,67ZA4567,Not Fraud,0
01-02-2023,03:43:00,Truck,FTG-054-KVH-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",63,KA,89DE1234,Not Fraud,0
1/19/2023,19:08:00,Van,FTG-055-EDC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",87,KA,90FG5678,Not Fraud,0
02-04-2023,10:33:00,Sedan,FTG-056-LMK-432,A-101,Express,Medium,120,60,"12.84197701525119, 77.67547528176169",52,KA,23HI8901,Fraud,60
2/23/2023,01:58:00,SUV,FTG-057-PLN-109,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",74,KA,34JK2345,Not Fraud,0
03-10-2023,17:24:00,Bus ,FTG-058-VFR-876,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",58,KA,45LM6789,Not Fraud,0
3/25/2023,08:49:00,Car,FTG-059-WSX-543,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",83,KA,56NO0123,Not Fraud,0
4/28/2023,15:39:00,Truck,FTG-060-QAZ-211,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",98,KA,78RS8901,Not Fraud,0
5/17/2023,07:04:00,Van,FTG-060-QAZ-212,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",48,KA,89TU1234,Not Fraud,0
5/31/2023,22:29:00,Sedan,FTG-060-QAZ-213,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,KA,90ST5678,Not Fraud,0
6/19/2023,13:55:00,SUV,FTG-060-QAZ-214,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",66,KA,23UV1234,Not Fraud,0
07-04-2023,05:20:00,Bus ,FTG-060-QAZ-215,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",93,KA,34ZA2345,Fraud,240
7/23/2023,20:45:00,Car,FTG-060-QAZ-216,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",54,MH,01WX2345,Not Fraud,0
8/27/2023,03:35:00,Truck,FTG-060-QAZ-218,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",62,MH,45AB6789,Fraud,250
09-11-2023,18:00:00,Van,FTG-060-QAZ-219,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",89,MH,67CD0123,Not Fraud,0
9/30/2023,09:26:00,Sedan,FTG-054-KJH-098,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",45,KA,23EF5678,Not Fraud,0
10/15/2023,00:51:00,SUV,FTG-054-KJH-097,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",77,KA,45GH1234,Not Fraud,0
11-03-2023,16:16:00,Bus ,FTG-054-KJH-100,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,MH,89EF2345,Not Fraud,0
11/18/2023,07:41:00,Car,FTG-054-KJH-101,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,MH,12GH4567,Not Fraud,0
12/23/2023,14:31:00,Truck,FTG-054-KJH-103,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",78,MH,56KL0123,Fraud,240
01-10-2023,05:57:00,Van,FTG-054-KJH-104,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,KA,56QR5678,Not Fraud,0
1/27/2023,21:22:00,Sedan,FTG-054-KJH-105,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",95,KA,78ST1234,Not Fraud,0
2/14/2023,12:47:00,SUV,FTG-054-KJH-110,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",56,MH,78WN2345,Not Fraud,0
03-01-2023,04:12:00,Bus ,FTG-054-KJH-107,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",83,MH,90OP4567,Not Fraud,0
3/20/2023,19:37:00,Car,FTG-044-MKH-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",68,MH,23QR6789,Not Fraud,0
4/24/2023,02:28:00,Truck,FTG-044-MKH-100,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,MH,45UV4567,Not Fraud,0
05-09-2023,17:53:00,Van,FTG-044-MKH-101,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",82,MH,56WX8901,Not Fraud,0
5/28/2023,09:18:00,Sedan,FTG-044-MKH-106,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",59,MH,67YZ2345,Not Fraud,0
06-12-2023,00:43:00,SUV,FTG-044-MKH-103,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",87,MH,78AB6789,Not Fraud,0
07-01-2023,16:08:00,Bus ,FTG-044-MKH-104,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,MH,89CD0123,Not Fraud,0
7/16/2023,07:33:00,Car,FTG-040-POU-210,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",76,MH,90EF4567,Not Fraud,0
8/20/2023,14:24:00,Truck,FTG-040-POU-212,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,MH,23WR6789,Not Fraud,0
09-08-2023,05:49:00,Van,FTG-040-POU-213,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",53,MH,45WT0123,Not Fraud,0
9/23/2023,21:14:00,Sedan,FTG-040-PQU-218,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",79,KA,89CD5678,Not Fraud,0
10-12-2023,12:39:00,SUV,FTG-040-POU-215,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",73,KA,01EF1234,Not Fraud,0
10/27/2023,04:04:00,Bus ,FTG-040-POU-216,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,MH,67UV2345,Not Fraud,0
11/15/2023,19:30:00,Car,FTG-040-POU-217,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",44,MH,89WX4567,Not Fraud,0
12/19/2023,02:20:00,Truck,FTG-040-POU-219,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",64,MH,23AB0123,Not Fraud,0
01-03-2023,17:45:00,Van,FTG-040-POU-220,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",93,KA,12OP5678,Fraud,30
1/20/2023,09:10:00,Sedan,FTG-040-POU-221,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,KA,34QR1234,Not Fraud,0
02-05-2023,00:35:00,SUV,FTG-122-XSW-653,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,MH,45CD2345,Not Fraud,0
2/24/2023,16:01:00,Bus ,FTG-123-NMK-320,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",71,MH,67EF4567,Fraud,190
03-11-2023,07:26:00,Car,FTG-124-CDE-095,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",99,MH,89WH6789,Not Fraud,0
4/14/2023,14:16:00,Truck,FTG-126-PQM-431,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,KA,45AB5678,Not Fraud,0
4/29/2023,05:41:00,Van,FTG-127-HGT-108,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,KA,67CD1234,Not Fraud,0
5/18/2023,21:06:00,Sedan,FTG-128-WSX-887,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",94,MH,34KL2345,Not Fraud,0
06-03-2023,12:32:00,SUV,FTG-129-QAZ-542,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",52,MH,56MN4567,Fraud,50
6/22/2023,03:57:00,Bus ,FTG-130-LPO-215,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",88,MH,78OP6789,Not Fraud,0
07-07-2023,19:22:00,Car,FTG-130-LPO-216,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",63,MH,90TR0123,Not Fraud,0
08-10-2023,02:12:00,Truck,FTG-130-LPO-218,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",55,KA,89OP1234,Fraud,240
8/29/2023,17:37:00,Van,FTG-130-LPO-219,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",81,MH,23ST2345,Not Fraud,0
9/13/2023,09:03:00,Sedan,FTG-130-LPO-220,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",57,MH,45OV4567,Fraud,20
10-02-2023,00:28:00,SUV,FTG-130-LPO-221,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,MH,67WX6789,Not Fraud,0
10/17/2023,15:53:00,Bus ,FTG-130-LPO-222,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,MH,89YZ0123,Not Fraud,0
11-05-2023,07:18:00,Car,FTG-133-CED-101,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,KA,90YZ5678,Not Fraud,0
12-10-2023,14:08:00,Truck,FTG-133-CED-103,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",77,AP,12UV3456,Fraud,190
12/25/2023,05:34:00,Van,FTG-133-CED-104,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",59,AP,23WX6789,Not Fraud,0
01-01-2023,20:59:00,Sedan,FTG-133-CED-105,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",88,AP,34YZ0123,Not Fraud,0
1/19/2023,12:24:00,SUV,FTG-112-LPO-290,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",68,AP,45AB4567,Not Fraud,0
02-03-2023,03:49:00,Bus ,FTG-112-LPO-201,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,AP,56CD8901,Not Fraud,0
2/22/2023,19:14:00,Car,FTG-112-LPO-202,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",72,AP,67EF2345,Not Fraud,0
3/25/2023,02:05:00,Truck,FTG-112-LPO-210,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,AP,89IJ0123,Not Fraud,0
04-12-2023,17:30:00,Van,FTG-112-LPO-205,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",80,AP,90KL4567,Not Fraud,0
4/27/2023,08:55:00,Sedan,FTG-112-WPO-206,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,AP,01MN8901,Fraud,20
5/16/2023,00:20:00,SUV,FTG-112-LPO-206,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,AP,12OP3456,Not Fraud,0
5/31/2023,15:45:00,Bus ,FTG-112-LPO-292,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",45,AP,23QR6789,Fraud,250
6/19/2023,07:10:00,Car,FTG-106-POU-988,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,AP,34ST0123,Not Fraud,0
7/24/2023,14:01:00,Truck,FTG-106-ZXC-322,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,AP,56WX8901,Not Fraud,0
08-08-2023,05:26:00,Van,FTG-106-OKM-099,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,AP,67YZ2345,Not Fraud,0
8/27/2023,20:51:00,Sedan,FTG-105-LKJ-762,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",75,AP,78AB6789,Not Fraud,0
09-11-2023,12:16:00,SUV,FTG-106-HGT-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,AP,89CD0123,Not Fraud,0
9/30/2023,03:41:00,Bus ,FTG-106-MKF-107,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,AP,90EF4567,Not Fraud,0
10/15/2023,19:07:00,Car,FTG-108-DCV-874,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,AP,01GH8901,Not Fraud,0
11/18/2023,01:57:00,Truck,FTG-107-POI-211,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",69,AP,23KL6789,Fraud,190
12-07-2023,17:22:00,Van,FTG-107-WSX-987,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,AP,34MN0123,Fraud,30
12/22/2023,08:47:00,Sedan,FTG-107-QAZ-654,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,AP,45OP4567,Not Fraud,0
01-08-2023,00:12:00,SUV,FTG-107-KJH-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,TN,23CD6789,Not Fraud,0
1/25/2023,15:38:00,Bus ,FTG-107-VFR-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,TN,34EF0123,Not Fraud,0
02-09-2023,07:03:00,Car,FTG-107-YUI-765,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,TN,45GH4567,Not Fraud,0
3/16/2023,13:53:00,Truck,FTG-107-LMK-109,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,TN,67KL2345,Not Fraud,0
3/31/2023,05:18:00,Van,FTG-107-NJH-876,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",65,TN,78MN6789,Not Fraud,0
